"","patch_het","a","species","patches","r_temp","beta_temp","sigma_env_temp","disp_temp"
"72",0.380943441065028,0.333096494316123,85,100,0.0825046914396808,0.327728614560328,0.376579961099196,0.0160303524695337
"73",0.00470205338206142,0.595042994187679,83,9,0.183756146230735,0.124250928871334,0.255487458209973,0.122983857057989
"74",0.413522631046362,0.213081328198314,42,144,0.208816727856174,0.033122745109722,0.276468395965639,0.107851969124749
"75",0.159650887711905,0.0888473803061061,39,100,0.0531564495759085,0.147710169898346,0.371130751736928,0.098663977952674
"76",0.467298766830936,0.314504898211453,52,16,0.0858376334072091,0.426886847591959,0.376249402412213,0.144506780616939
"77",0.293458172120154,0.502908439084422,38,121,0.152611555880867,0.497811990790069,0.172560074389912,0.163622890831903
"78",0.000239839195273817,0.340964119008277,106,16,0.21985671017319,0.138881707913242,0.0780636081122793,0.0830898300278932
"79",0.0386197972111404,0.658806980762165,48,64,0.21239271259401,0.0121961974073201,0.0602842626394704,0.144669164437801
"80",0.340371761005372,0.0588228199048899,70,64,0.0937096900888719,0.14449307625182,0.159492576809134,0.0863308922853321
"82",0.0481527135707438,0.594124555354938,112,100,0.097080661857035,0.15566773712635,0.101182420470286,0.0567679901141673
"83",0.0777052857447416,0.445619322883431,61,9,0.231028812122531,0.236358833150007,0.361104504193645,0.070775047596544
"84",0.176886842004023,0.00526134140091017,70,81,0.0781357695232145,0.122822109144181,0.495894217980094,0.116327094240114
"85",0.0544340526685119,0.382398700166959,88,81,0.0633035765495151,0.1165107145207,0.103814572654665,0.0380915970541537
"86",0.106712162378244,0.557508551341016,53,100,0.210038626857568,0.0745746524771675,0.132934802223463,0.169868494709954
"87",0.110216815490276,0.631185130274389,42,64,0.0336958084953949,0.111082622199319,0.0812363903271034,0.0221302125137299
"88",0.232659080997109,0.344206004985608,46,121,0.0843088171095587,0.182574484264478,0.332209575152956,0.118241325253621
"89",0.255692403530702,0.251080117304809,115,144,0.00740578584372997,0.155227758805268,0.340357833297458,0.0919432889204472
"90",0.017820305773057,0.567465486063156,46,16,0.163864359317813,0.168632077402435,0.190392487472855,0.116888863965869
"92",0.075401748297736,0.499673042446375,63,49,0.0182718117139302,0.1302262035897,0.147936468594708,0.109419878479093
"96",0.0856115820351988,0.379426112165675,90,36,0.0957198436371982,0.0487675891490653,0.452878662012517,0.0470849203877151
"97",0.148837404907681,0.563383470056579,121,81,0.170014092640486,0.125406998442486,0.163173383974936,0.0414077979978174
"98",0.184542684000917,0.13044293486746,114,16,0.160619229020085,0.221716249245219,0.196401928260457,0.0143865255173296
"99",0.0656336785759777,0.214829653152265,80,121,0.212675696529914,0.119760976405814,0.0875010433024727,0.0718714832793921
"101",0.223123735748231,0.486436927865725,71,81,0.226783663791139,0.261727528180927,0.084952636808157,0.0768748870585114
"103",0.245840178336948,0.712534415884875,34,25,0.0725347418920137,0.112321568303742,0.410349546233192,0.100171761633828
"104",0.406972065800801,0.113156326871831,36,81,0.0919708067667671,0.26809183252044,0.256155112525448,0.0293438368011266
"105",0.0241200572345406,0.0305336538003758,78,49,0.222762966528535,0.283137168851681,0.100638349563815,0.0245940965600312
"106",0.00771381345111877,0.0952956737601198,93,64,0.00270118023036048,0.188142051221803,0.152316279127263,0.127624052157626
"107",0.412996091297828,0.383717917255126,118,9,0.0653755383682437,0.166507465997711,0.320388987613842,0.0378929589409381
"109",0.034603197243996,0.682589080010075,120,100,0.229467597964685,0.170327615691349,0.262680436298251,0.136900588357821
"110",0.0121953553752974,0.269288276787847,115,121,0.215299805859104,0.0897877917159349,0.365824780403636,0.127075779484585
"111",0.41759658686351,0.354427147947717,74,100,0.0551992632099427,0.0783681452739984,0.146378500678111,0.0281043171882629
"112",0.225421406677924,0.669230557861738,35,49,0.249707111623138,0.433164262212813,0.402141602232587,0.126423232490197
"113",0.0300341892288998,0.198404235590715,78,100,0.00294410029891878,0.279966515838169,0.450090085493866,0.114519486064091
"114",0.0449776732129976,0.292969877889846,31,25,0.237067429232411,0.211327672121115,0.409289172512945,0.119461612962186
"115",0.166640056995675,0.478964695532341,44,36,0.00837022595806047,0.136309446883388,0.387772984651383,0.117788263456896
"117",0.492796012433246,0.601309963327367,71,9,0.150709268404171,0.0131744709797204,0.0755041542695835,0.0689590191468596
"120",0.409922323888168,0.59177638910478,89,100,0.0160710040363483,0.277882645488717,0.487095878703985,0.110519300121814
"121",0.18486207711976,0.133659020299092,85,9,0.221069908060599,0.0400885188719258,0.2418574405252,0.0361020267475396
"122",0.0166823710314929,0.66193007142283,45,121,0.0205253306776285,0.158124295179732,0.30880220226245,0.0840447074733675
"123",0.476653907797299,0.299829907540698,76,36,0.0971714364131913,0.103021380375139,0.361890918761492,0.154931666795164
"125",0.38894641015213,0.695107910432853,53,36,0.171466727450024,0.0132711287587881,0.368979675113223,0.126161990128458
"126",0.0777788904961199,0.117618334188592,43,100,0.101305985182989,0.269207545323297,0.308132381748874,0.0965208153240383
"127",0.331644386518747,0.585785418574233,39,36,0.225988924619742,0.384156340034679,0.420656587951817,0.000305493734776974
"128",0.412761682760902,0.242352512315847,109,9,0.0926304936874658,0.172475237050094,0.33484341314761,0.0552400413434952
"129",0.268951233942062,0.0467686409829184,87,64,0.186741756508127,0.0813666057074443,0.255864976614248,0.0359614646527916
"134",0.35933726048097,0.309337090293411,41,100,0.198044817894697,0.0344375818967819,0.356925752048846,0.157220717193559
"135",0.105098215979524,0.477332770242356,46,9,0.121598050405737,0.164079061709344,0.16775280094007,0.0608221353963017
"136",0.108936095028184,0.36116238712566,109,64,0.00170632777735591,0.14787918899674,0.428052667516749,0.175735172955319
"137",0.23286545497831,0.394104747043457,43,9,0.199570209719241,0.058810607297346,0.163685038080439,0.132512380927801
"138",0.0489280866459012,0.437931487394962,93,16,0.234927733428776,0.21482985059265,0.3473895644187,0.0790403163991868
"139",0.476740601472557,0.178742817370221,108,81,0.248038747988176,0.0402568046702072,0.118392737500835,0.00905962577089667
"140",0.0211883562151343,0.423265367047861,47,16,0.229430288251024,0.18628169700969,0.15420268814778,0.019003597041592
"141",0.0922296590870246,0.271159809606615,86,144,0.0143651757389307,0.103013428626582,0.477269537036773,0.0895740625448525
"142",0.129684902029112,0.201076725614257,96,36,0.0800497091840953,0.111084905569442,0.262331659439951,0.174618655536324
"143",0.474554801010527,0.256422164908145,68,25,0.118935868900735,0.121124199358746,0.29034466202138,0.114949421072379
"144",0.070880907587707,0.0852587556000799,70,9,0.13184618006926,0.0144737582886592,0.443899667682126,0.113400565553457
"145",0.00785269087646157,0.374421785061713,130,121,0.169016932835802,0.0117400892777368,0.186640565621201,0.180474239401519
"146",0.129965816857293,0.0492239651503041,37,9,0.0642917396035045,0.383343647001311,0.104376791848335,0.033680282952264
"149",0.18005084595643,0.00711095903534442,58,144,0.00900847208686173,0.332669348688796,0.351413320295978,0.0651337381452322
"150",0.120725600980222,0.427409216703381,81,81,0.119700743933208,0.333332563517615,0.138269633706659,0.0852180009707809
"151",0.430627064430155,0.490142976399511,31,25,0.0593705717474222,0.0368500197073445,0.46765485026408,0.134982830192894
"152",0.20201823534444,0.134533731266856,95,49,0.080876604130026,0.251731537631713,0.10364612552803,0.12693377896212
"154",0.397987940581515,0.346074677654542,41,64,0.119263589556795,0.190464700106531,0.308263677870855,0.0127221058588475
"155",0.389194341492839,0.63313375756843,83,64,0.0316308587207459,0.224082747125067,0.118832754099276,0.0592409959062934
"157",0.332643038011156,0.351154570758808,45,121,0.161374246468768,0.0853933218168095,0.467678255576175,0.0385562995448709
"159",0.46586583845783,0.231227165088058,63,144,0.182624032255262,0.333226251648739,0.450828085769899,0.038812952209264
"160",0.155298970057629,0.157484176161233,110,144,0.0998736585606821,0.156204836093821,0.0838978860876523,0.103094518883154
"161",0.375894473050721,0.252826030540746,53,25,0.0775624794187024,0.0601564506068826,0.119429034623317,0.122175130667165
"162",0.359654656611383,0.418109483085573,78,121,0.242647078237496,0.154880986898206,0.315020846971311,0.182649424346164
"163",0.394803183502518,0.139359497465193,55,25,0.17051032470772,0.101021613460034,0.340221755194943,0.189979940187186
"164",0.481949381995946,0.54625834536273,76,16,0.0456103516626172,0.127369426540099,0.451704290846828,0.107007541926578
"167",0.169249431812204,0.0602984164142981,108,100,0.154960465675686,0.0780751476995647,0.493229512055404,0.077697533229366
"168",0.343197456328198,0.559993587259669,99,16,0.109977188229095,0.202461938839406,0.0695051690679975,0.00609415876679122
"169",0.12066360656172,0.0954574064235203,51,16,0.119795907230582,0.116766694700345,0.264467687089928,0.0635377380996942
"170",0.295982592040673,0.326366423279978,45,144,0.230170991213527,0.0590589845087379,0.0838296925998293,0.0638729596976191
"171",0.151853174902499,0.561343078035861,60,64,0.141939568624366,0.0097672485280782,0.411984945542645,0.164833397092298
"174",0.0978947811527178,0.587605205015279,60,49,0.00833364448044449,0.389332204125822,0.145195819903165,0.138405602006242
"175",0.449036095407791,0.623514235834591,120,36,0.00559720396995544,0.0681646735174581,0.289340463397093,0.0218528319150209
"179",0.251224353211001,0.27533873351058,50,49,0.0205290464800783,0.00612963689491153,0.340980089863297,0.040573399933055
"181",0.295006641303189,0.168806964706164,80,64,0.216121141100302,0.111772514414042,0.364796488836873,0.150494198035449
"183",0.325679082190618,0.69973378063878,47,121,0.216867204755545,0.173250498599373,0.201795211678837,0.0813536811154336
"184",0.30716827546712,0.0261363593162969,109,100,0.0833889729110524,0.136179957888089,0.176587666454725,0.167499265260994
"185",0.141728376154788,0.728325487696566,44,64,0.101207129773684,0.0474729358684272,0.153229114064015,0.124968035379425
"186",0.106511751073413,0.0130194968660362,54,16,0.161482474533841,0.0802794203627855,0.208503761864267,0.0843361089471728
"187",0.388922644895501,0.335469435376581,51,144,0.0211517545976676,0.452005145023577,0.171063971833792,0.124317234987393
"188",0.167264006449841,0.644228658406064,43,144,0.059520912298467,0.308797623147257,0.40082001456758,0.0304590984247625
"191",0.334513838985004,0.67143238009885,115,64,0.0704147096839733,0.017054904368706,0.192466647771653,0.125690067466348
"193",0.479061091784388,0.501799685123842,100,81,0.179486470820848,0.257553782430477,0.0663908158428967,0.0212950531858951
"194",0.310416197055019,0.742498718958814,74,121,0.244578813551925,0.116197237046435,0.0808308126637712,0.0459991945885122
"195",0.0421074060723186,0.587719496979844,64,81,0.21598955168156,0.401962902513333,0.452833625627682,0.126068130554631
"196",0.0870341312838718,0.462465493998025,89,144,0.0625260100350715,0.159721457515843,0.0879698721691966,0.0860021692700684
"197",0.351992723415606,0.195664404134732,30,16,0.0456176444422454,0.0749040902592242,0.45433913404122,0.181244277721271
"198",0.222182181081735,0.612586295173969,67,81,0.192788250744343,0.183856629417278,0.195115850004368,0.15015733265318
