,patch_het,a,species,patches,r_temp,beta_temp,sigma_env_temp,disp_temp
71,0.152576433,0.385381953,106,65,0.112378531,0.044913535,0.186997153,0.210462249
72,0.171541645,0.609092266,55,59,0.04969563,0.011463286,0.497411027,0.212213029
73,0.223637667,0.717559078,94,46,0.173117482,0.015664708,0.203194006,0.159886757
74,0.281215211,0.029082175,110,33,0.064874195,0.026942717,0.219454371,0.190211036
75,0.450950416,0.185844567,100,66,0.12457486,0.040151653,0.286829074,0.144433152
76,0.0606837,0.606331203,73,64,0.247046864,0.042135702,0.334463494,0.351722324
77,0.342201173,0.614286639,114,62,0.176193354,0.014062435,0.105762051,0.130370206
78,0.264792034,0.135148703,111,24,0.001183359,0.009472083,0.188068838,0.275473037
79,0.304482293,0.247400725,96,64,0.086220026,0.046716507,0.111111082,0.427546658
80,0.312762903,0.726665727,83,12,0.22761644,0.030880758,0.269272412,0.047957195
81,0.283258966,0.021093978,126,90,0.087130438,0.009339292,0.360102186,0.469302089
82,0.156828142,0.23811953,98,83,0.042503616,0.003471243,0.422017822,0.477990739
83,0.203207931,0.398363152,111,33,0.131828363,0.028802455,0.33546619,0.428925698
84,0.044196566,0.583280953,69,43,0.116502715,0.041958374,0.192334377,0.435869985
85,0.280615467,0.374780345,30,87,0.245370772,0.000441205,0.051231587,0.271720135
86,0.4473339,0.60728955,98,86,0.245148844,0.03456833,0.36264795,0.055799547
87,0.110868484,0.450441517,109,48,0.094576313,0.02486022,0.221920788,0.135496375
88,0.177305438,0.06749495,69,84,0.167233963,0.004735042,0.354858877,0.293914546
89,0.30827269,0.441187704,59,71,0.145739177,0.022631522,0.127784361,0.332649524
90,0.38051121,0.297994351,31,17,0.024964352,0.029792272,0.085230329,0.314660297
91,0.187357906,0.404262711,90,29,0.178054831,0.032292968,0.208711153,0.241428141
92,0.379452039,0.378535543,70,39,0.21633261,0.049785867,0.27140753,0.03233763
93,0.473092883,0.281815749,120,69,0.240780059,0.049634675,0.419564016,0.462023421
94,0.139392497,0.373526189,84,83,0.029385196,0.031217711,0.458020423,0.38215273
95,0.165058955,0.162644628,33,27,0.087027006,0.017978888,0.273176773,0.252836733
96,0.344103608,0.36820749,42,27,0.07963893,0.049035907,0.174825098,0.162787479
97,0.487732309,0.669999547,67,35,0.052041975,0.037818252,0.13070287,0.097319987
98,0.195544158,0.62457264,117,81,0.196400057,0.036888804,0.111372321,0.039057499
99,0.122812095,0.023030964,35,38,0.037653533,0.015751303,0.421652453,0.497064088
100,0.10018433,0.315093302,79,72,0.002793649,0.015839621,0.350752266,0.088421319
101,0.264085094,0.259681835,67,89,0.23952052,0.016912193,0.484649276,0.156010988
102,0.179939153,0.626186278,81,14,0.210215116,0.044020801,0.182364033,0.184815046
103,0.150863783,0.234557639,47,57,0.088779355,0.012905148,0.139802462,0.039274615
104,0.025877724,0.476680748,105,32,0.15357591,0.009309988,0.354076016,0.250812674
105,0.258099037,0.553527643,105,14,0.016371257,0.034237936,0.426711235,0.132029284
106,0.403868993,0.657178212,130,57,0.097349154,0.003695879,0.432670317,0.372273455
107,0.332125604,0.05860145,91,20,0.195084501,0.031602792,0.283721103,0.289984577
108,0.496077594,0.588664302,94,18,0.19971849,0.027331168,0.451714866,0.043751953
109,0.345160941,0.650153456,99,84,0.189104347,0.01581478,0.231222479,0.36300939
110,0.013731481,0.04079373,72,44,0.121387296,0.033518773,0.123731483,0.238888479
111,0.113801518,0.666002058,34,62,0.137117197,0.01388788,0.26904186,0.220966302
112,0.155500108,0.113060777,44,14,0.038578881,0.004342617,0.195635719,0.431275384
113,0.094598812,0.494159285,83,18,0.197732555,0.036708382,0.197864284,0.068038391
114,0.264466232,0.504580805,59,42,0.048530147,0.010417508,0.085302005,0.074241506
115,0.027851682,0.25721452,40,71,0.182964124,0.020429385,0.229743689,0.433702565
116,0.104784414,0.442127732,78,28,0.014984189,0.008048401,0.293339619,0.158021639
117,0.268546457,0.734315954,125,42,0.11716111,0.000875499,0.387985858,0.249955556
118,0.376017412,0.151049527,130,18,0.043664164,0.004225582,0.34811793,0.327543548
119,0.343305401,0.548212028,61,14,0.083466576,0.017596289,0.420314755,0.416492335
120,0.391630166,0.447844438,59,57,0.098629292,0.028426557,0.384776647,0.03558179
121,0.11372145,0.627901205,53,11,0.038602032,0.036550782,0.460512068,0.028800988
122,0.34018895,0.418100942,112,90,0.025353564,0.046133315,0.458477277,0.488442541
123,0.006731028,0.359394569,111,79,0.109940246,0.032958614,0.37321262,0.356620611
124,0.079802678,0.014490443,60,19,0.092697354,0.001421914,0.451680493,0.07359321
125,0.223706969,0.534948357,44,14,0.058731212,0.024060101,0.226957745,0.304476162
126,0.34843489,0.510668347,63,90,0.206254619,0.015013846,0.138765341,0.027031122
127,0.319198658,0.225003652,88,66,0.094426657,0.021434109,0.349114819,0.402398665
128,0.473384222,0.70704947,51,70,0.227964596,0.013664745,0.324309071,0.034529148
129,0.390155452,0.268174299,61,35,0.059042051,0.025473968,0.172369823,0.442020425
130,0.028663818,0.357854529,60,28,0.027401161,0.025920859,0.181723714,0.362232111
131,0.32920839,0.57699269,65,25,0.139329926,0.014131896,0.377418824,0.169213823
132,0.205671626,0.290409556,109,36,0.084898987,0.048296066,0.376929719,0.167094677
133,0.251035336,0.147195396,82,51,0.219028936,0.029417586,0.328523963,0.133543393
134,0.078336319,0.345320966,44,12,0.080236165,0.006644321,0.223892503,0.384556038
135,0.359959875,0.340462988,83,46,0.05894817,0.008600116,0.107466389,0.268716592
136,0.296222402,0.392606819,49,89,0.202491577,0.021292053,0.291420448,0.454552214
137,0.156491921,0.396847928,125,17,0.21260484,0.030548198,0.346917917,0.138970782
138,0.365810402,0.036627974,130,54,0.171704264,0.03403864,0.067225445,0.089949917
139,0.464357352,0.260807463,94,72,0.086867602,0.010140836,0.076539018,0.350653416
140,0.167301717,0.704215136,49,23,0.247776375,0.046667696,0.183101046,0.426614848
141,0.13172423,0.622815637,71,10,0.067220289,0.038931348,0.261501886,0.367038652
142,0.095069477,0.311496766,45,85,0.100111774,0.005520556,0.240913832,0.080048621
143,0.329869444,0.600792479,58,10,0.161784822,0.038050395,0.339486562,0.199755546
144,0.102526085,0.134734529,104,86,0.011960532,0.00263301,0.084676665,0.362260522
145,0.059813904,0.624178385,87,39,0.219249866,0.003987342,0.222682111,0.372721136
146,0.273372867,0.481798837,111,51,0.196602551,0.008518268,0.091074268,0.101591827
147,0.26188265,0.159671952,48,71,0.047819344,0.042327315,0.122355382,0.139455315
148,0.227519394,0.035419608,76,47,0.119323412,0.013835179,0.152598716,0.200667876
149,0.253194854,0.700751397,51,89,0.187868971,0.029639888,0.313301588,0.126654024
150,0.122907374,0.234745218,100,88,0.068159151,0.022989795,0.429441649,0.31943536
151,0.313470253,0.033829143,73,53,0.040805918,0.016570069,0.410779699,0.427008625
152,0.335026891,0.450628333,112,82,0.067850661,0.034672052,0.363741701,0.001126464
153,0.147945591,0.001545687,40,82,0.01825478,0.040674447,0.141062062,0.230315072
154,0.058519152,0.276943044,106,36,0.214778054,0.024718068,0.302954829,0.288285199
155,0.110541895,0.275107128,50,71,0.044350669,0.037496214,0.231137146,0.278575245
156,0.002665467,0.543222594,68,75,0.004490507,0.04952836,0.116366918,0.295394797
157,0.135641653,0.481247906,121,50,0.211284772,0.026761988,0.229761127,0.096193239
158,0.460427464,0.316155313,121,27,0.020670358,0.001289518,0.466682047,0.019028518
159,0.129537761,0.29824482,77,84,0.192090249,0.034096592,0.33159476,0.366508262
160,0.368277274,0.54564236,90,67,0.038105734,0.038575782,0.151692782,0.445797018
161,0.024491091,0.713317359,42,78,0.213417858,0.048898515,0.068975648,0.035546966
162,0.457217038,0.49772916,89,72,0.129960927,0.001404047,0.403286705,0.3238103
163,0.164499192,0.245740926,94,83,0.026159148,0.010128222,0.32625425,0.412240481
164,0.217578024,0.566964575,67,38,0.056159593,0.025866147,0.396368777,0.479347186
165,0.499854052,0.087521764,32,23,0.13986093,0.024271024,0.357535057,0.404499188
166,0.2801312,0.191979359,62,66,0.097172931,0.029797879,0.386679121,0.33012976
167,0.047135937,0.546304378,42,79,0.238560966,0.02181609,0.326851969,0.459979545
168,0.380965829,0.533258497,76,85,0.094411662,0.023100169,0.266081904,0.187317174
169,0.11515392,0.177663251,76,38,0.077918768,0.025958132,0.389364934,0.060675735
170,0.010980655,0.129435824,68,21,0.179641186,0.008975006,0.496772966,0.159874947
171,0.252313586,0.725584269,69,38,0.099791177,0.021471697,0.229892655,0.480321792
172,0.233473694,0.577872995,112,38,0.181143536,0.008668329,0.267697716,0.41076518
173,0.123027336,0.498771485,119,35,0.014327341,0.027353077,0.276702287,0.380924195
174,0.0473176,0.620112153,118,27,0.155508429,0.017124142,0.354643641,0.446610558
175,0.418465552,0.270293892,109,30,0.231924942,0.034052098,0.377221982,0.410901023
176,0.073293415,0.163198875,125,11,0.033871302,0.023740932,0.436221207,0.232192495
177,0.109236661,0.2216429,37,64,0.188554708,0.037066397,0.051173599,0.22057284
178,0.2061048,0.01236878,104,71,0.122844026,0.043025812,0.409349675,0.342112907
179,0.37926949,0.209923664,95,12,0.019713637,0.030074869,0.254158515,0.113274188
180,0.367277378,0.138123413,39,21,0.102742988,0.001504759,0.497798764,0.306707768
181,0.278999953,0.685998396,96,47,0.210410249,0.015623476,0.292379828,0.048943511
182,0.261475382,0.316184579,37,89,0.167393123,0.027980074,0.424551567,0.047215954
183,0.36764957,0.366412262,97,61,0.099299561,0.004213749,0.336378913,0.041451024
184,0.287422774,0.317071909,92,44,0.115196629,0.013076465,0.132117355,0.324957368
185,0.211183381,0.082079917,56,77,0.236117028,0.003772115,0.214179855,0.39736996
186,0.207655995,0.745331222,73,68,0.03054439,0.032904556,0.455817526,0.266704184
187,0.428739825,0.342644087,33,19,0.219704553,0.042642379,0.076373499,0.089125083
188,0.055200416,0.511475425,112,79,0.135335875,0.045654415,0.127946658,0.436037204
189,0.131129334,0.410084315,39,31,0.177546515,0.031645315,0.217894565,0.354285923
190,0.187237894,0.40531869,74,85,0.193746619,0.033955749,0.481767504,0.025774705
191,0.276323726,0.072953402,45,48,0.236054779,0.038539167,0.337653179,0.128553981
192,0.312592812,0.661004456,112,48,0.136505138,0.012026843,0.243242658,0.219638825
193,0.318455637,0.607642013,35,17,0.219288955,0.018535052,0.140239735,0.254833772
194,0.457094963,0.64932377,90,21,0.177775227,0.004373927,0.183302922,0.165385404
195,0.130349877,0.226385476,52,43,0.089628026,0.0344028,0.078993541,0.299635827
196,0.317883383,0.159979573,68,25,0.046787995,0.019845862,0.192073218,0.164004917
197,0.229864436,0.739915703,87,58,0.050565192,0.026823111,0.275930714,0.031877709
198,0.209018868,0.100206335,99,47,0.173417658,0.023187785,0.18739836,0.19839551
199,0.119701491,0.169513339,59,16,0.124476644,0.037456009,0.479526805,0.297273657
200,0.074625973,0.630274166,101,83,0.177488878,0.048661841,0.141643472,0.011770253
201,0.086965028,0.713855222,92,76,0.230069318,0.043288492,0.06821957,0.476688952
202,0.497349373,0.445624861,53,64,0.153568907,0.03601772,0.161476036,0.144908751
203,0.305021753,0.485283781,108,76,0.159278947,0.012163998,0.413785776,0.240061639
204,0.091313996,0.068977154,53,48,0.074514702,0.01063236,0.191418511,0.15787441
205,0.20684745,0.59701312,54,47,0.095602956,0.003611258,0.409054557,0.189942399
206,0.277767922,0.066557027,106,20,0.171786777,0.023026492,0.268141719,0.426829335
207,0.256703065,0.585245925,109,20,0.037142846,0.043443972,0.427408044,0.251468008
208,0.197352293,0.029765198,105,13,0.249028135,0.03023654,0.466168788,0.000873497
209,0.068323357,0.009999182,80,71,0.044850128,0.014236751,0.077956364,0.080625504
210,0.06852288,0.515204146,56,20,0.035126464,0.036419766,0.3383802,0.007368191
211,0.498841929,0.513804821,69,25,0.188716487,0.034033995,0.372826518,0.057113292
212,0.034800101,0.501277498,119,57,0.113577771,0.029011339,0.224252814,0.08790505
213,0.262422273,0.315789849,54,42,0.150884516,0.021231602,0.224916911,0.414056215
214,0.497304111,0.051531173,42,41,0.22587391,0.033302343,0.145464351,0.065694591
215,0.163222362,0.256432831,97,15,0.113600501,0.026425373,0.305270775,0.399801793
216,0.435178369,0.727904481,60,23,0.200026005,0.034107959,0.33365829,0.104251811
217,0.398156515,0.72663021,50,12,0.12764627,0.024020575,0.412993678,0.200640638
218,0.436006839,0.079440671,94,43,0.205452689,0.035590589,0.115322584,0.344380718
219,0.171958005,0.203937492,82,36,0.239864719,0.016315031,0.056033394,0.046572539
220,0.407799876,0.132491799,74,56,0.005136975,0.014003737,0.473755044,0.330349254
221,0.331648147,0.273588596,48,74,0.150738789,0.011769034,0.117386113,0.244050942
222,0.084820271,0.00364622,126,27,0.061023071,0.041482676,0.118550454,0.034809222
223,0.278019347,0.209512432,54,11,0.07499334,0.042857391,0.101378263,0.413240923
224,0.194876318,0.627410733,65,15,0.021738231,0.022852015,0.489766245,0.459198614
225,0.257266747,0.450424024,94,37,0.07305974,0.048112439,0.053204724,0.070025558
226,0.043945015,0.223332669,34,16,0.166724896,0.002822387,0.159973202,0.226457441
227,0.172706879,0.595186121,97,37,0.026519204,0.029927819,0.06809504,0.316727273
228,0.197206779,0.498609508,68,70,0.027509148,0.041241631,0.176224387,0.036649727
229,0.299642758,0.377920676,56,20,0.058697129,0.01036384,0.321926062,0.03550395
230,0.41943945,0.742364712,108,65,0.204386567,0.02725904,0.313365662,0.4968988
231,0.083608884,0.182037367,107,68,0.247719651,0.008854418,0.125500329,0.396446707
232,0.077411283,0.418365433,86,19,0.084605937,0.005305632,0.125754791,0.371367904
233,0.343250513,0.459263516,57,81,0.219697895,0.029687902,0.436137965,0.359046629
234,0.427310743,0.285416241,128,29,0.205107763,0.022794549,0.169026473,0.036577938
235,0.143328954,0.543284488,111,25,0.20415547,0.045831467,0.143380343,0.493083801
236,0.498641752,0.07270205,52,88,0.20596763,0.047537333,0.252862909,0.076708913
237,0.025277922,0.373092445,69,63,0.038559095,0.038939242,0.365016627,0.217025695
238,0.281260597,0.0963862,52,36,0.133544168,0.028091304,0.241471129,0.12494457
239,0.472847381,0.581573827,55,79,0.205517824,0.021014123,0.420790834,0.43962363
240,0.311660871,0.020077582,71,38,0.118859985,0.004795815,0.334849295,0.028760126
241,0.134424589,0.310064667,115,27,0.044368685,0.008557288,0.060228948,0.016445315
242,0.121483182,0.51247663,40,17,0.185563438,0.0160753,0.354196862,0.380506632
243,0.229041353,0.429032035,119,29,0.025851159,0.044161482,0.409901796,0.482472825
244,0.09554095,0.22887178,82,36,0.028553677,0.000274779,0.236412761,0.014216473
245,0.218341018,0.746571625,116,55,0.027646577,0.01728578,0.385282545,0.418624856
246,0.209645093,0.310944027,63,46,0.010682732,0.000192978,0.426058717,0.035736074
247,0.496538658,0.073396728,104,84,0.113949806,0.033492082,0.312349745,0.288005625
248,0.323797625,0.269943705,125,78,0.129320265,0.006983284,0.298781807,0.190311921
249,0.301263236,0.332590399,123,59,0.24137341,0.024804625,0.141395171,0.126796487
250,0.384463232,0.270536169,77,15,0.143932224,0.026189106,0.447778109,0.10152319
251,0.400734214,0.647438901,107,86,0.100723132,0.022609438,0.319272438,0.32347111
252,0.031766175,0.083818388,93,36,0.166095168,0.043692422,0.263129508,0.133168918
253,0.197863774,0.046529829,120,48,0.139994216,0.001917009,0.116856748,0.105280361
254,0.361405356,0.003829096,77,32,0.18108918,0.038567019,0.364384555,0.405997426
255,0.275209108,0.424957168,62,85,0.057340096,0.005207943,0.383755907,0.120175462
256,0.395693467,0.261124461,52,47,0.132216148,0.015695213,0.480201766,0.05447345
257,0.388517356,0.364512453,56,72,0.112348005,0.001402007,0.139585749,0.455953607
258,0.159348832,0.139859101,108,66,0.141281404,0.049989142,0.308211532,0.373843571
259,0.104745404,0.101985649,118,60,0.009765282,0.035874977,0.151051073,0.425846639
260,0.117945797,0.293198054,61,72,0.171339725,0.049049599,0.209773595,0.027897808
261,0.081308553,0.151734475,72,48,0.099286184,0.020856401,0.064400948,0.116915133
262,0.212042986,0.248703735,73,25,0.017342771,0.004156304,0.481245839,0.402059203
263,0.369499905,0.689152084,109,13,0.11660468,0.024342791,0.345567424,0.314039727
264,0.348823203,0.161150266,79,42,0.240351756,0.030077257,0.226471338,0.018516588
265,0.211667422,0.651954122,64,55,0.091726906,0.009981336,0.308700959,0.208874274
266,0.16023955,0.732981088,73,30,0.225350529,0.020523594,0.469107275,0.344905548
267,0.493946833,0.522901824,80,30,0.008090824,0.031362003,0.291088173,0.448438021
268,0.11456366,0.118318576,80,85,0.229656196,0.022332647,0.10067473,0.228698944
269,0.441587073,0.10755525,83,10,0.227546324,0.000191146,0.088281062,0.483552517
270,0.417575993,0.290424885,62,50,0.072658575,0.033095921,0.053712321,0.321077864
271,0.463572043,0.295605731,103,82,0.171750789,0.028944495,0.354052405,0.039953442
272,0.37376192,0.517870906,116,57,0.080466616,0.002601888,0.153629719,0.479942605
273,0.201104391,0.522464475,37,18,0.244799053,0.002834498,0.100816016,0.445549145
274,0.223326209,0.716878982,116,13,0.128636728,0.04893529,0.419993871,0.478087032
275,0.123852074,0.398704696,104,72,0.241099085,0.029887308,0.171968977,0.325063291
276,0.42526946,0.460783536,112,46,0.010709609,0.025082529,0.103470454,0.44919317
277,0.205621215,0.699402843,38,23,0.216146534,0.017000788,0.067766452,0.283061231
278,0.18206861,0.615264277,38,85,0.209854738,0.044997173,0.206117629,0.461990042
279,0.028337439,0.352601092,32,77,0.224146193,0.038978771,0.395587726,0.295461465
280,0.027934703,0.514862179,83,69,0.067749304,0.01258975,0.114846005,0.456619954
281,0.032228615,0.747018411,79,50,0.035398276,0.024157152,0.309632613,0.178206084
282,0.023549901,0.394605479,91,35,0.064228514,0.025443624,0.129688172,0.422558949
283,0.431657214,0.631008193,66,16,0.229529066,0.039953732,0.339245595,0.049522315
284,0.180525164,0.269198025,68,28,0.218968919,0.03975753,0.234492465,0.273311236
285,0.055686956,0.063945106,76,55,0.221300967,0.00624861,0.385417117,0.006990566
286,0.48187404,0.013553228,48,13,0.192392525,0.001579281,0.367077748,0.253266004
287,0.113071991,0.011932164,83,87,0.079323269,0.035781053,0.284301814,0.466389395
288,0.364926899,0.130852418,47,35,0.051466073,0.014377775,0.472479362,0.227077295
289,0.255888266,0.289168518,67,27,0.049558259,0.029692998,0.389260297,0.468576892
290,0.244319052,0.295393703,75,86,0.069087575,0.042978674,0.466266802,0.374184499
291,0.404858701,0.024304737,102,32,0.244028576,0.012577161,0.297177824,0.173957405
292,0.265877625,0.167663488,61,75,0.123663046,0.043817612,0.436664501,0.287418431
293,0.134884887,0.190893496,86,30,0.158132463,0.045849084,0.359267532,0.346362995
294,0.104211868,0.015226593,48,13,0.011546749,0.0214711,0.064216744,0.258632466
295,0.156793675,0.245328749,49,77,0.146203098,0.040953984,0.386113038,0.370313696
296,0.35490951,0.538365198,125,69,0.098181897,0.005875557,0.294943354,0.374236013
297,0.448284973,0.174269631,68,21,0.179251332,0.044449264,0.353736537,0.102998509
298,0.495490316,0.288635254,125,33,0.166487101,0.018881368,0.092772883,0.381701119
299,0.285493644,0.60032038,81,42,0.21375579,0.041891673,0.256194361,0.094112814
300,0.155230933,0.381730541,83,13,0.220413333,0.00274877,0.483842258,0.208507009
301,0.1481257,0.691219187,39,27,0.221219121,0.000172854,0.149555356,0.157911388
302,0.414455674,0.446741777,46,41,0.029672758,0.012166964,0.264898361,0.498422166
303,0.43567486,0.399387572,101,56,0.237642453,0.040150089,0.265905888,0.256539734
304,0.379407388,0.159561786,60,73,0.021525754,0.049303089,0.352638902,0.407741686
305,0.366295524,0.71610108,63,83,0.242348636,0.036100587,0.199736947,0.425654697
306,0.296122321,0.307120199,56,83,0.190112698,0.034498247,0.08994954,0.020731773
307,0.014211744,0.174314509,125,88,0.181281276,0.01745555,0.204300412,0.13940621
308,0.215744272,0.117564806,40,47,0.029273422,0.00651766,0.368935899,0.207776213
309,0.135371027,0.36674512,122,54,0.146268625,0.032071667,0.459546783,0.436856869
310,0.147716886,0.129641763,40,29,0.182036453,0.011472241,0.091893718,0.310335982
311,0.088978535,0.184625031,30,23,0.239871596,0.017554023,0.497089456,0.390359354
312,0.264642905,0.33009032,114,61,0.216879632,0.021356576,0.296338147,0.142523659
313,0.335116029,0.118092513,72,33,0.248717072,0.015810107,0.403736387,0.280493164
314,0.012534206,0.535111517,88,25,0.077845535,0.033301575,0.313945861,0.277333537
315,0.073104824,0.718896185,66,58,0.19881605,0.034052355,0.338532715,0.11584386
316,0.129235674,0.728263365,71,47,0.012955206,0.048386026,0.250507848,0.360591355
317,0.08565359,0.703377153,48,68,0.19728703,0.045920787,0.258932552,0.317522673
318,0.315260197,0.458162579,57,49,0.031807512,0.030734596,0.278014009,0.079863717
319,0.386341729,0.325760783,84,29,0.047644123,0.006790032,0.290024936,0.227196037
320,0.201698597,0.4071234,33,34,0.231952269,0.006725681,0.147079526,0.470761643
321,0.262786823,0.350647275,117,48,0.136756049,0.027881676,0.14550907,0.171225223
322,0.32187699,0.578430011,81,52,0.130774088,0.014579269,0.139255131,0.46370946
323,0.220290031,0.650393042,128,52,0.05689603,0.012921771,0.340143808,0.408751071
324,0.376798454,0.688002318,121,16,0.0248968,0.022521555,0.232507467,0.326893932
325,0.381327789,0.474500454,33,83,0.078337685,0.024308636,0.304391952,0.413590046
326,0.194464474,0.478752093,53,52,0.041765018,0.047697777,0.312621109,0.168898801
327,0.023893314,0.572205068,106,45,0.102627527,0.045703736,0.137187746,0.262413045
328,0.289171339,0.469227294,113,79,0.07386582,0.017468628,0.354995697,0.496742213
329,0.377854544,0.227995553,100,10,0.123471135,0.043035803,0.088950537,0.107301104
330,0.209695949,0.603569446,49,46,0.249260579,0.003998908,0.389998768,0.073647283
331,0.159423788,0.382924866,122,77,0.049668229,0.042785927,0.143529702,0.139358121
